spdb3517	服务调查满意度100%。
spdb5730	15%以上
spdb5768	贸易进口结算项
spdb5769	则所购
spdb5770	则所购
spdb5797	每笔5.1元人民币
spdb5798	每笔0.6元人民币
spdb5799	每笔1.2元人民币
spdb5800	2元人民币
spdb5807	1990年12月
spdb5828	200份（含200份）
spdb5837	下调到522%
spdb5847	260亿元
spdb5870	国家外汇管理局各省、自治区、直辖市分局，深圳分局
spdb5888	销货款存入。
spdb5898	1980年
spdb5899	1996年外商投资企业
spdb5900	1998年12月1
spdb5918	《支付结算办法》规定的收费项目和标准收取手续费和邮电费
spdb5957	窗口指导方式，对辖内城市商业银行的支行逐一
spdb5958	资金
spdb5960	中国人民银行和财政部联合制定的《会计师事务所从事金融相关审计业务暂行办法》
spdb5970	1999年10月1
spdb5979	2000年1月1日至6月30日
spdb5987	1998年9月31日前
spdb5989	系统
spdb5997	外币计价结算
spdb5999	根据需要可以开立外汇结算账户
spdb6000	外汇专用账户
spdb6007	88家
spdb6018	1999年6月
spdb6020	“国家版权局著作权合同登记批复”
spdb6028	60日内
spdb6047	1999年10月1
spdb6050	未经中国人民银行总行
spdb6057	年满18周岁的在校大学生一般发放信用助学贷款
spdb6058	对接受非义务教育学生的直系亲属或法定监护人一般发放担保助学贷款
spdb6070	国家外汇管理局
spdb6088	“已售汇”戳记，复印留底
spdb6097	1990年颁布的《利率管理暂行规定》进行了修订，现将修订后的《人民币利率管理规定》
spdb6098	中国人民银行
spdb6117	中国人民银行
spdb6119	总行
spdb6140	中国银行
spdb6147	凭户口所在地的户籍证明
spdb6148	凡持因私护照出境的，均按年度、按因私用汇标准只供汇一次
spdb6149	签证多次往返的或一本护照一年内多次签证的，按年度、按标准只供汇一次
spdb6150	签证多次往返的或一本护照一年内多次签证的，按年度、按标准只供汇一次
spdb6159	中国法律、法规的规定，经批准在中国设立和营业的外资银行、合资银行、外国银行分行、合资财务公司和外资财务公司
spdb6167	一九九九年一月三日
spdb6170	人民银行统计司
spdb6179	1998年中国人民银行成立清分工作领导小组
spdb6190	4月底以前
spdb6207	1998年5月底前
spdb6230	商业银行
spdb6237	2000年4月30
spdb6249	外汇管理部门
spdb6278	五年
spdb6300	10%
spdb6308	5万美元提高至20万美元
spdb6309	5万美元提高至20万美元
spdb6318	独立法人资格
spdb6319	财政部
spdb6327	外汇局
spdb6328	10万美元（含10万美元）以上或外汇局认为有疑问的，外汇局有权进行抽查，审核其汇出利润的真实性，抽查率不得低于银行
spdb6329	“已办理利润或股息、红利汇出”字样并加盖银行印章，办理汇出手续后留存本通知第一、二条提及的有关凭证
spdb6337	金融机构的一般存款
spdb6338	人民银行
spdb6339	存款准备金率从现行的13%下调到8%
spdb6358	1999年1月1日欧元
spdb6359	《外商投资企业外汇登记证》
spdb6360	《欧元账户开户通知书》
spdb6388	分支行
spdb6390	《国务院关于坚决打击骗取出口退税严厉惩治金融和财税领域违法乱纪行为的决定》
spdb6398	“双签”制度
spdb6407	《关于清理国有独资商业银行专项贷款的请示》
spdb6419	每年30%
spdb6428	《储蓄管理条例》有关存款期限、支付方式、计息办法等方面的规定
spdb6429	1998年6月22
spdb6430	国家外汇管理局1998年6月22
spdb6437	国有独资商业银行县级支行以下单位
spdb6440	393mm× 546mm
spdb6458	《银行卡发卡行标识代码及卡号》
spdb6459	2004年1月1日起
spdb6468	自2200年7月1
spdb6469	每季度后15日内
spdb6509	1999年11月1
spdb6510	534075亿元
spdb6517	2001年6月1
spdb6518	5
spdb6530	中国人民银行
spdb6538	借款人
spdb6539	赌博、吸毒、嫖娼、包养情妇，经常出入歌舞厅、桑拿场所，大操大办婚丧红白喜事，购买与其经济实力不相称的高级轿车、经常租住高级宾馆等行为的，其企业贷款必须从严控制。
spdb6549	国家税务总局
spdb6558	2003年12月27日
spdb6568	人民币
spdb6579	《1998年到期换证银行名单》
spdb6580	1.申请报告；  　　2.外汇业务经营情况总结报告；  　　3.由外汇局认可的注册会计师事务所出具的外汇资本金或者外汇营运资金验资报告或总行对其外汇营运资金的承诺文件；  　　4.近3年的资产负债表和损益表（外币合并表、本外币合并表）；  　　5.外汇局近期对其外汇业务的检查或者考评报告，或者近期的外汇业务自查报告
spdb6610	２００６年６月２９日
spdb6619	第八届全国人民代表大会常务委员会第十三次会议
spdb6620	中华人民共和国境内的票据活动，适用本法
spdb6640	方可
spdb6648	《中华人民共和国行政诉讼法》的规定向人民法院提起诉讼
spdb6678	2004年2月1
spdb6679	２００６年６月２９日
spdb6697	2001年6月1
spdb6717	２００６年６月２９日
spdb6749	全国人民代表大会常务委员会关于中国银行业监督管理委员会履行原由中国人民银行履行的监督管理职责的决定（2003年4月26日第十届全国人民代表大会常务委员会第二次会议
spdb6750	国务院抓紧提出修改《中华人民共和国中国人民银行
spdb6757	2002年7月18
spdb6778	中华人民共和国证券法；本法未规定的，适用《中华人民共和国公司法》和其他法律、行政法规
spdb6787	第二百八十条
spdb6790	刑法第三百九十七条的规定
spdb6810	国务院第25次常务会议
spdb6837	国务院反洗钱行政主管部门
spdb6840	2001年12月15
spdb6847	1个月
spdb6848	不得超过20天
spdb6849	每季度
spdb6850	中国人民银行
spdb6857	２００６年６月２９日
spdb6867	指外国中央银行的现金、票据、银行存款、有价证券、外汇储备、黄金储备以及该银行
spdb6868	外国的和区域经济一体化组织的中央银行或者履行中央银行职能的金融管理机构。
spdb6870	根据《贷款通则》第五十六条的规定
spdb6877	“认定总额、各成员分担”
spdb6887	深圳、上海、天津、大连
spdb6888	1年内
spdb6889	2年内，开放济南、福州、成都、重庆
spdb6890	3年内，开放昆明、北京、厦门
spdb6897	》和《执法检查通知书》
spdb6900	中华人民共和国第十届全国人民代表大会常务委员会第十八次会议
spdb6920	2004年11月1
spdb6930	中国人民银行
spdb6957	60日内
spdb6958	2007年8月6
spdb6959	中国人民银行
spdb6967	国家外汇管理局及其分、支局
spdb6997	中国人民银行
spdb6999	中国人民银行
spdb7000	2000年11月1日
spdb7008	2004年2月1
spdb7018	人民币辅币单位为角、分。1元等于10角，1角等于10分。
spdb7019	中国人民银行
spdb7020	中国人民银行
spdb7027	中国人民银行
spdb7039	2004年3月22日
spdb7040	2004年5月20
spdb7057	中央财政贴息的国家助学贷款，由8个
spdb7058	中央财政贴息的国家助学贷款，由8个试点城市扩大到全国范围，其经办银行由中国工商银行扩大到中国农业银行、中国银行和中国建设银行
spdb7059	8
spdb7060	2000年9月1日前
spdb7067	2000年12月13日
spdb7068	进一步加强对商业银行代理支库和商业银行、信用社办理国库经收处业务的监督和管理，规范国库代理和经收业务，确保国库资金安全，根据《中华人民共和国中国人民银行法》等有关法律、法规，中国人民银行
spdb7088	国家安全部
spdb7089	1999年1月14日
spdb7098	2003年9月1
spdb7107	3年。有效期届满需要续展的，应当在有效期届满60日前
spdb7108	20日
spdb7110	2003年7月1
spdb7117	2003年3月1
spdb7118	2003年3月1
spdb7127	中国反洗钱监测分析中心
spdb7130	不低于10亿元人民币，出资人应当以自有资金出资，不得以委托资金、债务资金等非自有资金出资。
spdb7137	中国人民银行第37次行务会议
spdb7138	1997年10月20
spdb7139	2014年8月1
spdb7167	国家外汇管理局及其分支机构
spdb7170	2010年9月1
spdb7180	不得超过1000元
spdb7188	2015-12-16
spdb7199	公安机关
spdb7208	年利率36%
spdb7218	中国人民银行制定了《金融机构报告涉嫌恐怖融资的可疑交易管理办法》，经2007年6月8日第13次行长办公会议
spdb7237	《非金融机构支付服务业务系统检测认证管理规定》所称的认证机构应经国家认证认可监督管理委员会
spdb7238	（一）功能测试
spdb7239	检测完成后10个工作日内
spdb7247	中国人民银行
spdb7248	中国人民银行
spdb7250	中国反洗钱监测分析中心
spdb7257	年度结束后20日内
spdb7258	年度结束后20日内
spdb7270	中国人民银行清算总中心
spdb7280	工作日
spdb7297	系统管理岗
spdb7308	中国人民银行
spdb7309	人民币为计价单位
spdb7317	3个工作日内
spdb7357	30 日
spdb7360	机构名称、是否记名、卡号、有效期限或有效期截止日、持卡人注意事项、客户服务电话等要素
spdb7368	中国支付清算协会入会
spdb7378	机构
spdb7388	工商部门
spdb7399	第一届常务委员会第二次会议
spdb7407	《非银行支付机构信息科技风险管理指引已经技术标准工作委员会第一届常务委员会第二次会议
spdb7418	受益人
spdb7440	五年
spdb7447	三人
spdb7449	一个一人有限责任公司
spdb7457	6个月内
spdb7458	所得50万元以上
spdb7459	不足50万元的，处50万元以上200万元以下
spdb7460	国务院银行业监督管理机构予以撤销
spdb7467	民事权利能力， 依法享有民事权利
